Name,NumAttr,NumOps,NumPubOps,Setters,Getters,Nesting,IFImpl,NOC,NumDesc,NumAnc,DIT,CLD,OpsInh,AttrInh,Dep_Out,Dep_In,NumAssEl_ssc,NumAssEl_sb,NumAssEl_nsb,EC_Attr,IC_Attr,EC_Par,IC_Par,"EndWithManager, Controller","HasType, Annotation, List","EndWithFactory, Impl, Implementation",IsEntity,Confidence level,Role Stereotypes
Data.brain.gui.charts.UserChartingTool,0,3,2,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,No,No,No,No,five,three
Data.brain.gui.tree.TreePortfolioBrowser,2,5,5,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,2,1,4,No,No,No,No,three,five
Data.brain.Main,5,5,5,1,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0,1,5,0,4,No,No,No,No,four,four
Data.dal.DataFeed,8,6,4,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,2,No,No,No,No,five,six
Data.dal.Db,3,9,9,0,5,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,2,0,14,No,No,No,No,five,one
Data.dal.ResourceBundleHandler,6,9,8,1,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,10,No,No,No,No,five,four
Data.ga.GAAlgorithm,1,4,3,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,1,0,10,No,No,No,No,three,five
Data.ga.GAEnumAllelesSet,9,18,15,6,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,9,No,No,No,No,five,one
Data.ga.Genome,1,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,No,No,No,No,three,one
Data.ga.RankSelector,4,12,12,3,5,0,0,0,0,0,0,0,0,0,5,3,0,0,0,1,3,3,7,No,No,No,No,five,three
Data.ga.UniformCrossover,2,3,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,No,No,No,No,five,three
Data.ga.VectorAllelesGenome,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,No,No,No,No,five,one
Data.ga.VectorGenome,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,No,No,No,No,three,one
Data.gaPortfolio.PortfolioAlgorithm,2,8,8,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,No,No,No,No,five,three
Data.gaPortfolio.SharpePortfolioEvaluator,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,No,No,No,No,five,three
UML Model.Logical View.cl.utfsm.acs.acg.core.DAOManager,3,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,Yes,No,No,No,five,four
UML Model.Logical View.cl.utfsm.acs.acg.core.AlarmSystemManager,6,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,Yes,No,No,No,five,four
UML Model.Logical View.cl.utfsm.acs.acg.core.AlarmsManager,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Yes,No,No,No,five,four
UML Model.Logical View.cl.utfsm.acs.acg.core.CategoriesManager,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Yes,No,No,No,five,four
UML Model.Logical View.cl.utfsm.acs.acg.core.SourcesManager,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Yes,No,No,No,five,four
UML Model.Logical View.cl.utfsm.acs.acg.core.ReductionsManager,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Yes,No,No,No,five,four
UML Model.Logical View.com.cosylab.acs.laser.dao.ACSAlarmDAOImpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,No,Yes,No,five,five
UML Model.Logical View.com.cosylab.acs.laser.dao.ACSCategoryDAOImpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,No,Yes,No,five,five
UML Model.Logical View.com.cosylab.acs.laser.dao.ACSSourceDAOImpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,No,Yes,No,five,five
UML Model.Logical View.AbstractBaseObject,4,1,1,0,0,0,1,4,34,0,0,5,0,0,0,0,1,1,0,0,1,0,0,No,No,No,No,five,six
UML Model.Logical View.AbstractAuditableObject,1,0,0,0,0,0,1,22,28,2,2,3,2,9,0,0,2,2,0,2,1,0,0,No,No,No,No,five,six
UML Model.Logical View.AbstractPlate,1,1,1,0,0,0,1,2,2,4,4,1,4,23,0,1,1,1,0,1,1,2,0,No,No,No,No,five,six
UML Model.Logical View.AbstractSample,2,0,0,0,0,0,0,3,3,3,3,1,2,10,0,0,1,1,0,2,2,0,0,No,No,No,No,five,six
UML Model.Logical View.User,2,0,0,0,0,0,0,0,0,3,3,0,3,14,0,0,0,0,0,2,1,3,0,No,No,No,Yes,two,one
UML Model.Logical View.Measurement,3,2,2,0,0,0,0,0,0,4,4,0,4,21,0,0,2,2,0,1,3,0,0,No,No,No,Yes,five,one
UML Model.Logical View.Result,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,No,No,No,Yes,five,one
UML Model.Logical View.ResultType,1,0,0,0,0,0,0,0,0,3,3,0,2,10,0,0,0,0,0,1,0,0,0,No,Yes,No,No,five,one
UML Model.Logical View.AbstractAnnotatableObject,1,0,0,0,0,0,1,1,29,1,1,4,1,4,0,0,2,2,0,1,1,0,0,No,Yes,No,No,five,six
UML Model.Logical View.AbstractAnnotationInstance,2,0,0,0,0,0,0,3,3,1,1,1,1,4,0,0,3,3,0,1,2,1,0,No,Yes,No,No,five,six
UML Model.Logical View.FloatAnnotation,1,1,1,0,0,0,0,0,0,2,2,0,1,6,0,0,1,1,0,0,0,1,0,No,Yes,No,No,five,one
UML Model.Logical View.TextAnnotation,1,1,1,0,0,0,0,0,0,2,2,0,1,6,0,0,1,1,0,0,0,1,0,No,Yes,No,No,five,one
UML Model.Logical View.EnumAnnotation,1,1,1,0,0,0,0,0,0,2,2,0,1,6,0,0,1,1,0,0,1,1,0,No,Yes,No,No,five,one
UML Model.Logical View.AuditLog,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,No,No,No,Yes,two,one
UML Model.Logical View.Instrument,1,1,1,0,0,0,0,0,0,3,3,0,2,10,0,0,0,0,0,1,1,0,0,No,No,No,Yes,two,one
UML Model.Logical View.SampleContainer,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,No,No,No,Yes,two,one
UML Model.Logical View.DrugSample,2,1,1,0,0,0,0,0,0,4,4,0,2,12,0,0,0,0,0,1,1,0,0,No,No,No,Yes,two,one
UML Model.Logical View.CellSample,2,1,1,0,0,0,0,0,0,4,4,0,2,12,0,0,1,1,0,1,2,0,0,No,No,No,Yes,two,one
UML Model.Logical View.DrugOrigin,3,0,0,0,0,0,0,0,0,3,3,0,2,10,0,0,1,1,0,1,1,0,0,No,No,No,Yes,two,one
UML Model.Logical View.SampleMarker,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,No,No,No,Yes,two,one
UML Model.Logical View.WorkList,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,No,Yes,No,No,two,one
UML Model.Logical View.AbstractOperation,1,0,0,0,0,0,0,1,1,3,3,1,2,10,0,0,0,0,0,1,1,0,0,No,No,No,No,two,six
UML Model.Logical View.PlateLayout,2,2,2,0,0,0,1,0,0,4,4,0,4,23,2,1,0,0,0,2,2,3,0,No,No,No,No,two,three
UML Model.Logical View.PlateType,4,0,0,0,0,0,0,0,0,3,3,0,2,10,2,0,0,0,0,2,2,3,0,No,Yes,No,No,two,one
UML Model.Logical View.LayoutWell,2,2,2,0,0,0,1,0,0,4,3,0,2,13,0,0,0,0,0,2,2,0,0,No,No,No,No,two,three
UML Model.Logical View.LayOutMarker,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,No,No,No,Yes,two,three
UML Model.Logical View.Well,4,2,2,0,0,0,1,0,0,4,3,0,2,13,0,0,2,2,0,3,3,0,0,No,No,No,No,two,three
UML Model.Logical View.CellOrigin,1,0,0,0,0,0,0,0,0,3,3,0,2,10,0,0,0,0,0,1,1,0,0,No,No,No,No,two,five
UML Model.Logical View.MasterPlate,1,1,1,0,0,0,0,0,0,5,5,0,5,24,2,3,0,0,0,0,0,0,0,No,No,No,Yes,two,six
UML Model.Logical View.Annotation,2,1,1,0,0,0,0,0,0,3,3,0,2,10,1,1,0,0,0,1,1,0,0,No,Yes,No,No,two,five
UML Model.Logical View.PlateFunction,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,No,No,No,No,two,three
UML Model.Logical View.WellFunction,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,No,No,No,No,two,three
UML Model.Logical View.AbstractWell,3,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,No,No,No,No,two,six
UML Model.Logical View.AbstractBasePlate,3,0,0,0,0,0,0,2,4,3,3,2,2,10,0,0,0,0,0,1,1,0,0,No,No,No,Yes,two,six
UML Model.Logical View.Plate,2,0,0,0,0,0,0,0,0,5,5,0,5,24,0,1,1,1,0,0,0,0,0,No,No,No,Yes,two,five
UML Model.Logical View.Folder,1,0,0,0,0,0,0,3,3,3,3,1,2,10,0,0,0,0,0,0,1,0,0,No,No,No,Yes,two,one
UML Model.Logical View.UniqueFolder,1,0,0,0,0,0,0,0,0,4,4,0,2,11,0,0,0,0,0,0,0,0,0,No,No,No,Yes,two,one
UML Model.Logical View.PickList,2,0,0,0,0,0,0,0,0,3,3,0,2,10,0,0,0,0,0,1,2,0,0,No,Yes,No,Yes,two,one
UML Model.Logical View.Picking,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,No,No,No,Yes,two,three
UML Model.Logical View.ExportScript,3,0,0,0,0,0,0,0,0,3,3,0,2,10,0,0,0,0,0,0,3,0,0,No,No,No,No,two,three
UML Model.Logical View.PatientSample,1,0,0,0,0,0,0,0,0,4,4,0,2,12,0,0,1,1,0,1,1,0,0,No,No,No,Yes,two,one
UML Model.Logical View.PatientOrigin,1,0,0,0,0,0,0,0,0,3,3,0,2,10,0,0,1,1,0,1,1,0,0,No,No,No,No,two,five
UML Model.Logical View.AbstractURLGrabber,2,7,7,1,2,0,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,five,six
UML Model.Logical View.WgetURLGrabber,0,1,1,0,0,0,0,0,0,1,1,0,7,2,0,0,0,0,0,0,0,0,0,No,No,No,Yes,five,three
UML Model.Logical View.TestURLGrabber,0,2,2,1,0,0,0,0,0,1,1,0,7,2,0,0,0,0,0,0,0,0,0,No,No,No,Yes,five,three
UML Model.Logical View.JSURLGrabber,0,2,2,0,0,0,0,0,0,1,1,0,7,2,0,0,0,0,0,0,0,0,0,No,No,No,Yes,five,three
UML Model.Logical View.ShneeParser,0,2,2,0,0,0,0,0,0,1,1,0,12,4,0,0,0,0,0,0,0,0,0,No,No,No,No,five,three
UML Model.Logical View.AbstractMarkupLangParser,4,12,10,2,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,No,No,No,No,three,three
UML Model.Logical View.AbstractNode,2,6,6,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,No,No,No,Yes,five,three
UML Model.Logical View.BitysNode,1,5,5,0,0,0,0,0,0,1,1,0,6,2,0,0,0,0,0,0,1,0,2,No,No,No,Yes,five,three
UML Model.Logical View.URLGrabber,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,five,six
UML Model.Logical View.MarkupLangParser,9,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,five,six
UML Model.Logical View.Node,6,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,Yes,five,six
UML.Logical View.taxistation.MainClass,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,No,No,No,No,five,four
UML.Logical View.taxistation.utils.Accumulator,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,No,No,No,five,three
UML.Logical View.taxistation.controller.concrete.FindCarController,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,Yes,No,No,No,five,four
UML.Logical View.taxistation.controller.concrete.ShutdownController,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,Yes,No,No,No,five,four
UML.Logical View.taxistation.controller.concrete.SortTaxiStationController,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,Yes,No,No,No,five,four
UML.Logical View.taxistation.controller.concrete.CostOfStationController,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,Yes,No,No,No,five,four
UML.Logical View.taxistation.controller.concrete.ConsoleController,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,Yes,No,No,No,five,four
UML.Logical View.taxistation.controller.AbstractTaxiStationController,2,0,0,0,0,0,1,5,5,0,0,1,0,0,0,0,0,1,0,0,2,0,0,Yes,No,No,No,three,four
UML.Logical View.taxistation.view.concrete.ConsoleView,2,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,No,No,No,No,five,three
UML.Logical View.taxistation.model.TaxiStation,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,No,No,No,Yes,four,three
UML.Logical View.taxistation.model.cars.concrete.PassengerCar,1,1,1,0,0,0,0,0,0,1,1,0,5,6,0,0,0,0,0,0,0,0,0,No,No,No,Yes,four,one
UML.Logical View.taxistation.model.cars.AbstractCar,6,5,5,0,0,0,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,3,0,No,No,No,No,four,one
UML Model.Logical View.Map,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1,1,0,0,No,No,No,Yes,three,one
UML Model.Logical View.Robot,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,0,0,0,No,No,No,Yes,five,one
UML Model.Logical View.Landmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,No,No,No,Yes,four,one
UML Model.Logical View.MapView,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,No,No,No,No,five,three
UML Model.Logical View.RobotView,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,No,No,No,No,five,three
UML Model.Logical View.LandmarkView,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,No,No,No,No,five,three
UML Model.Logical View.SlamController,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,No,No,No,No,five,four
UML.Logical View.ua.plants.Main,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,No,No,No,No,five,four
UML.Logical View.ua.plants.generated.ObjectFactory,0,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,5,No,No,Yes,Yes,four,three
UML.Logical View.ua.plants.generated.GreenHouse,1,4,4,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,4,3,No,No,No,Yes,five,one
UML.Logical View.ua.plants.parser.dom.DOMParser,0,5,0,0,0,0,0,0,0,1,1,0,10,2,0,1,0,0,0,0,0,0,10,No,No,No,No,five,three
UML.Logical View.ua.plants.parser.dom.DOMParserFactory,0,1,1,0,1,0,0,0,0,1,1,0,6,0,1,0,0,0,0,0,0,0,1,No,No,Yes,No,four,three
UML.Logical View.ua.plants.parser.sax.SAXParser,1,1,0,0,0,0,0,0,0,1,1,0,5,1,0,1,0,0,0,0,0,0,2,No,No,No,No,five,three
UML.Logical View.ua.plants.parser.sax.SAXParserFactory,0,1,1,0,1,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,1,No,No,Yes,No,four,three
UML.Logical View.ua.plants.parser.AbstractXMLParser,1,5,2,0,0,0,1,5,3,0,0,1,0,0,0,0,0,0,0,0,1,0,6,No,No,No,No,five,three
UML.Logical View.ua.plants.parser.stax.StAXParser,0,1,0,0,0,0,0,0,0,1,1,0,10,2,0,1,0,0,0,0,0,0,2,No,No,No,No,five,three
UML.Logical View.ua.plants.parser.stax.StAXParserFactory,0,1,1,0,1,0,0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,1,No,No,Yes,No,four,three
UML.Logical View.ua.plants.parser.XMLParserFactory,0,2,2,0,2,0,0,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,No,No,Yes,No,four,three
UML.Logical View.ua.plants.parser.XMLParser,2,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,five,six
UML Model.Logical View.objectcourseend.SmartPostManager,10,15,12,1,6,0,0,0,0,1,1,0,0,0,2,0,2,2,0,0,3,0,2,Yes,No,No,No,five,four
UML Model.Logical View.objectcourseend.ObjectCourseEnd,3,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,0,1,No,No,No,No,five,five
UML Model.Logical View.objectcourseend.SaxXML,4,6,6,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,No,No,No,No,three,five
UML Model.Logical View.objectcourseend.FXMLMainControl,12,10,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,0,0,10,0,11,Yes,No,No,No,five,four
UML Model.Logical View.objectcourseend.FXMLPackagesControl,9,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,5,0,4,Yes,No,No,No,five,four
UML Model.Logical View.objectcourseend.Class_3,0,2,2,0,0,0,0,0,0,1,1,0,4,6,0,0,0,0,0,0,0,0,3,no,No,No,No,three,three
UML Model.Logical View.objectcourseend.Class_1,0,2,2,0,0,0,0,0,0,1,1,0,4,6,0,0,0,0,0,0,0,0,3,No,No,No,No,three,three
UML Model.Logical View.objectcourseend.Class_2,0,1,1,0,0,0,0,0,0,1,1,0,4,6,0,0,0,0,0,0,0,0,3,No,No,No,No,three,three
UML Model.Logical View.objectcourseend.AbstractPackage,6,4,4,0,0,0,0,3,3,0,0,1,0,0,0,2,0,0,0,0,3,4,3,No,No,No,No,five,six
UML Model.Logical View.objectcourseend.Item,5,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,No,No,No,No,five,one
UML Model.Logical View.objectcourseend.SmartPost,6,7,6,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,9,3,No,No,No,No,five,one
UML Model.Logical View.objectcourseend.Storage,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,No,No,No,No,five,one
UML Model.Logical View.Order,5,7,6,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,No,No,No,No,five,two
UML Model.Logical View.Customer,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,No,No,Yes,four,six
UML Model.Logical View.Employee,2,0,0,0,0,0,0,2,7,0,0,2,0,0,0,0,0,0,0,1,0,0,0,No,No,No,Yes,five,six
UML Model.Logical View.MenuItem,2,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,No,No,No,No,five,six
UML Model.Logical View.Topping,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,No,No,No,Yes,five,two
UML Model.Logical View.BaseItem,2,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,No,No,No,Yes,five,three
UML Model.Logical View.FunctionalEmployee,0,2,2,0,0,0,0,2,2,1,1,1,0,2,0,0,0,0,0,0,0,0,0,No,No,No,No,five,three
UML Model.Logical View.PerformanceEmployee,0,1,1,0,0,0,0,3,3,1,1,1,0,2,0,0,0,0,0,0,0,0,1,No,No,No,No,five,three
UML Model.Logical View.Manager,0,2,2,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,Yes,No,No,No,four,four
UML Model.Logical View.Cashier,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,No,No,No,Yes,five,three
UML Model.Logical View.Cook,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,No,No,No,Yes,five,three
UML Model.Logical View.Prep,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,No,No,No,No,five,three
UML Model.Logical View.Delivery,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0,0,0,0,No,No,No,No,five,three
untitledModel.User,6,7,6,0,1,0,0,2,2,0,0,1,0,0,0,0,6,6,0,0,3,3,0,No,No,No,Yes,five,one
untitledModel.NormalUser,0,1,1,0,0,0,0,0,0,1,1,0,7,6,0,0,0,0,0,0,0,0,0,No,No,No,Yes,five,three
untitledModel.PremiumUser,1,1,1,0,0,0,0,0,0,1,1,0,7,6,0,0,0,0,0,0,0,0,0,No,No,No,Yes,five,three
untitledModel.GroupPrivacy,1,1,1,0,1,0,0,2,2,0,0,1,0,0,0,0,1,1,0,1,1,0,1,No,No,No,No,five,six
untitledModel.PublicPrivacy,1,2,2,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,No,No,No,No,five,three
untitledModel.ClosedPrivacy,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,No,No,No,No,five,three
untitledModel.IGroup,1,4,4,2,0,0,0,1,1,0,0,1,0,0,0,0,3,3,0,0,1,1,1,No,No,No,No,five,six
untitledModel.Group,3,3,3,1,0,0,0,0,0,1,1,0,4,1,0,0,1,1,0,0,0,0,1,No,No,No,No,five,five
untitledModel.Message,0,2,2,0,0,0,0,2,2,0,0,1,0,0,0,0,1,1,0,1,0,0,0,No,No,No,Yes,five,six
untitledModel.ChatMessage,1,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,No,No,No,Yes,five,three
untitledModel.GroupChatMessage,2,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,No,No,No,Yes,five,three
untitledModel.Post,1,1,1,0,0,0,0,3,6,0,0,2,0,0,0,0,2,2,0,1,1,1,0,No,No,No,Yes,five,six
untitledModel.UserPost,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,No,No,No,Yes,five,three
untitledModel.PagePost,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,No,No,No,Yes,five,three
untitledModel.PrivacyPost,1,3,3,1,0,0,0,3,3,1,1,1,1,1,0,0,0,0,0,0,1,0,1,No,No,No,Yes,five,three
untitledModel.PublicPost,0,1,1,1,0,0,0,0,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,No,No,No,Yes,five,three
untitledModel.PrivatePost,0,1,1,1,0,0,0,0,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,No,No,No,Yes,five,three
untitledModel.CustomPrivacyPost,0,1,1,1,0,0,0,0,0,2,2,0,4,2,0,0,0,0,0,0,0,0,0,No,No,No,Yes,five,three
untitledModel.IPage,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,No,No,No,No,five,six
untitledModel.Page,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,0,0,No,No,No,Yes,five,three
untitledModel.Timeline,0,1,1,0,1,0,0,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,No,No,No,Yes,five,six
untitledModel.PublicTimeline,0,2,2,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,No,No,No,Yes,five,three
untitledModel.ProfileTimeline,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,No,No,No,Yes,five,three
untitledModel.UserModel,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,No,No,No,Yes,five,two
untitledModel.PageModel,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,No,No,No,Yes,five,two
untitledModel.GroupModel,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,No,No,No,Yes,five,two
untitledModel.MessageModel,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,Yes,five,two
untitledModel.PostModel,0,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,Yes,five,two
untitledModel.IHashtag,0,3,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,No,No,No,five,six
untitledModel.Hashtag,0,3,3,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,No,No,No,Yes,five,three
UML.Logical View.Talon,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,No,No,No,Yes,five,one
UML.Logical View.Product,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,No,No,No,Yes,five,one
UML.Logical View.state,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,No,No,Yes,five,one
UML.Logical View.Contract,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,No,No,No,Yes,five,one
UML.Logical View.Department,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,No,No,No,Yes,five,one
UML.Logical View.amount,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,No,No,Yes,five,one
UML.Logical View.User,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No,No,No,Yes,five,one
UML.Logical View.Role,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,No,No,Yes,five,one
UML.Logical View.Organization,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,No,No,Yes,five,one
UML.Logical View.Customer,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,No,No,No,Yes,five,one
UML.Logical View.Price,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,No,No,No,Yes,five,one
UML.Logical View.Talon::issue,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,No,No,No,No,five,one
UML.Logical View.Talon::repaid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No,No,No,No,five,one
UML.Logical View.Talon::Operation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No,No,No,No,five,three
UML.Logical View.Product::Operation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No,No,No,No,five,three
